event_family,institution_choice,seed1,seed2
bad_rep,SFI,-0.1027282209561825,-0.068916351538844
bad_rep,SI,-0.0358586132134731,0.0549042860211397
gossip_target,SFI,-0.2012430521708834,-0.0841155792061542
gossip_target,SI,-0.0477523947187073,0.1869986348697327
rep_drop,SFI,-0.118988614113601,-0.0166375873269244
rep_drop,SI,-0.0905078161499821,0.0577658148428182
