institution_choice,near_demo,mean,median,count
SFI,False,0.3634188127199633,0.1721170772334105,336
SFI,True,0.37527950907699364,0.2174005483554323,84
SI,False,0.37847935346909417,0.2082006207379161,288
SI,True,0.30635573676126293,0.19620026783287786,72
