run,source_file,round_number,agent_id,agent_group,institution_choice,stage1_payoff,stage2_payoff,payoff,cumulative_payoff,wealth
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,22,developed,SI,-3449131.866666666,-8.0,-3453484.866666666,11035073.333333332,11035073.333333332
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,23,developing,SFI,581590.2857142857,0.0,579340.2857142857,1483930.9142857143,1483930.9142857143
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,24,developed,SI,1550868.1333333338,309.0,1546677.1333333338,10865834.333333332,10865834.333333332
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,5,25,developed,SI,6550868.133333334,-3072.0,6543296.133333334,12737383.333333334,12737383.333333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,0,developed,SI,7653266.933333334,-6474.0,7646792.933333334,31966882.266666666,31966882.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,1,developing,SFI,162426.51428571437,0.0,162426.51428571437,1524893.4285714286,1524893.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,2,developing,SFI,661926.5142857144,0.0,661926.5142857144,1803019.4285714286,1803019.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,3,developing,SFI,273612.51428571437,0.0,273612.51428571437,1052953.4285714286,1052953.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,4,developed,SI,1653266.9333333336,1690.0,1655337.9333333336,12099744.266666666,12099744.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,5,developing,SFI,162426.51428571437,0.0,162426.51428571437,941767.4285714286,941767.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,6,developed,SI,3550401.9333333336,143.0,3550544.9333333336,20126455.266666666,20126455.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,7,developed,SI,653266.9333333336,-389.0,653258.9333333336,15072107.266666666,15072107.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,8,developing,SFI,148085.51428571437,0.0,148085.51428571437,1302270.4285714286,1302270.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,9,developing,SFI,562426.5142857144,0.0,562426.5142857144,2016093.4285714286,2016093.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,10,developing,SFI,169063.51428571437,0.0,169063.51428571437,948404.4285714286,948404.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,11,developing,SFI,148012.51428571437,0.0,148012.51428571437,1799735.4285714286,1799735.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,12,developing,SFI,155587.51428571437,0.0,155587.51428571437,1110118.4285714286,1110118.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,13,developing,SFI,448637.51428571437,0.0,448637.51428571437,1439622.4285714286,1439622.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,14,developed,SI,3653266.9333333336,-3600.0,3649666.9333333336,10918856.266666666,10918856.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,15,developing,SFI,162426.51428571437,0.0,162426.51428571437,1886153.4285714286,1886153.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,16,developing,SFI,-397539.48571428563,0.0,-397539.48571428563,662427.4285714286,662427.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,17,developing,SFI,158220.51428571437,0.0,158220.51428571437,1502246.4285714286,1502246.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,18,developed,SI,2653266.9333333336,1382.0,2655029.9333333336,13703987.26666667,13703987.26666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,19,developed,SI,7653266.933333334,-12492.0,7640774.933333334,21504470.266666666,21504470.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,20,developed,SI,4653266.933333334,-4500.0,4648766.933333334,23185230.266666666,23185230.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,21,developed,SI,3368584.9333333336,-20.0,3368564.9333333336,17218602.266666666,17218602.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,22,developed,SI,-2346733.0666666664,-2000.0,-2348352.0666666664,8686721.266666666,8686721.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,23,developing,SFI,662426.5142857144,0.0,662426.5142857144,2146357.4285714286,2146357.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,24,developed,SI,3641311.9333333336,-1997.0,3639314.9333333336,14505149.266666666,14505149.266666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,6,25,developed,SI,-2346733.0666666664,-9907.0,-2356259.0666666664,10381124.266666668,10381124.266666668
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,0,developed,SI,-19653814.53333333,-32500.0,-19685605.53333333,12281276.733333334,12281276.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,1,developing,SFI,172602.85714285716,0.0,172602.85714285716,1697496.285714286,1697496.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,2,developing,SFI,-327397.14285714284,0.0,-327397.14285714284,1475622.285714286,1475622.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,3,developing,SFI,172602.85714285716,0.0,172602.85714285716,1225556.285714286,1225556.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,4,developed,SI,2313067.466666667,11494.0,2325270.466666667,14425014.733333332,14425014.733333332
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,5,developing,SFI,265200.85714285716,0.0,265200.85714285716,1206968.285714286,1206968.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,6,developed,SI,12313067.466666667,-6954.0,12306113.466666667,32432568.733333334,32432568.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,7,developed,SI,5313067.466666667,4482.0,5317549.466666667,20389656.733333334,20389656.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,8,developing,SFI,672602.8571428572,0.0,672602.8571428572,1974873.285714286,1974873.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,9,developing,SFI,472602.85714285716,0.0,472602.85714285716,2488696.285714286,2488696.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,10,developing,SFI,551389.8571428572,0.0,551389.8571428572,1499794.285714286,1499794.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,11,developing,SFI,158188.85714285716,0.0,158188.85714285716,1957924.285714286,1957924.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,12,developing,SFI,-44233.14285714284,0.0,-44233.14285714284,1065885.285714286,1065885.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,13,developing,SFI,172602.85714285716,0.0,172602.85714285716,1612225.285714286,1612225.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,14,developed,SI,9313067.466666667,-3503.0,9309564.466666667,20228420.733333334,20228420.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,15,developing,SFI,672602.8571428572,0.0,672602.8571428572,2558756.285714286,2558756.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,16,developing,SFI,272602.85714285716,0.0,272602.85714285716,935030.2857142858,935030.2857142858
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,17,developing,SFI,647192.8571428572,0.0,647192.8571428572,2149439.285714286,2149439.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,18,developed,SI,12313067.466666667,-7977.0,12305090.466666667,26009077.733333334,26009077.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,19,developed,SI,12313067.466666667,-42036.0,12271031.466666667,33775501.733333334,33775501.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,20,developed,SI,8313067.466666667,-2998.0,8310069.466666667,31495299.733333334,31495299.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,21,developed,SI,2313067.466666667,2792.0,2316568.466666667,19535170.733333334,19535170.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,22,developed,SI,6313067.466666667,8717.0,6321784.466666667,15008505.733333332,15008505.733333332
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,23,developing,SFI,-327397.14285714284,0.0,-327397.14285714284,1818960.285714286,1818960.285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,24,developed,SI,2313067.466666667,-49.0,2313727.466666667,16818876.733333334,16818876.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,7,25,developed,SI,1931943.4666666668,-2400.0,1930252.4666666668,12311376.733333334,12311376.733333334
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,0,developed,SI,8811733.333333332,138.0,8837650.333333332,21118927.066666666,21118927.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,1,developing,SFI,-29789.59999999986,0.0,-29789.59999999986,1667706.685714286,1667706.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,2,developing,SFI,670210.4000000001,0.0,670210.4000000001,2145832.685714286,2145832.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,3,developing,SFI,-29789.59999999986,0.0,-29789.59999999986,1195766.685714286,1195766.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,4,developed,SI,11093009.333333332,-38958.0,11054051.333333332,25479066.066666663,25479066.066666663
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,5,developing,SFI,-29789.59999999986,0.0,-29789.59999999986,1177178.685714286,1177178.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,6,developed,SI,-8906990.666666668,-300012.0,-9181223.666666668,23251345.066666666,23251345.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,7,developed,SI,1093009.333333332,668.0,1119456.333333332,21509113.066666666,21509113.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,8,developing,SFI,455869.40000000014,0.0,455869.40000000014,2430742.685714286,2430742.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,9,developing,SFI,470210.40000000014,0.0,470210.40000000014,2958906.685714286,2958906.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,10,developing,SFI,245210.40000000014,0.0,245210.40000000014,1745004.685714286,1745004.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,11,developing,SFI,-29789.59999999986,0.0,-29789.59999999986,1928134.685714286,1928134.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,12,developing,SFI,970210.4000000001,0.0,970210.4000000001,2036095.685714286,2036095.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,13,developing,SFI,-29789.59999999986,0.0,-29789.59999999986,1582435.685714286,1582435.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,14,developed,SI,17093009.333333332,-1552475.0,15540534.333333332,35768955.06666666,35768955.06666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,15,developing,SFI,-29789.59999999986,0.0,-29789.59999999986,2528966.685714286,2528966.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,16,developing,SFI,970210.4000000001,0.0,970210.4000000001,1905240.6857142858,1905240.6857142858
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,17,developing,SFI,520210.40000000014,0.0,520210.40000000014,2669649.685714286,2669649.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,18,developed,SI,10711885.333333332,-1100009.0,9611876.333333332,35620954.06666666,35620954.06666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,19,developed,SI,21093009.333333332,-47516.0,21045493.333333332,54820995.06666666,54820995.06666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,20,developed,SI,1093009.333333332,-10.0,1118778.333333332,32614078.066666666,32614078.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,21,developed,SI,1557839.333333332,300740.0,1884358.333333332,21419529.066666666,21419529.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,22,developed,SI,11093009.333333332,-1189.0,11091820.333333332,26100326.066666663,26100326.066666663
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,23,developing,SFI,970210.4000000001,0.0,970210.4000000001,2789170.685714286,2789170.685714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,24,developed,SI,9093009.333333332,-42778.0,9050231.333333332,25869108.066666666,25869108.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,8,25,developed,SI,11093009.333333332,203449.0,11296458.333333332,23607835.066666666,23607835.066666666
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,0,developed,SI,13632606.400000002,-3912.0,13628694.400000002,34747621.46666667,34747621.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,1,developing,SFI,-162809.25714285707,0.0,-162809.25714285707,1504897.428571429,1504897.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,2,developing,SFI,729899.7428571429,0.0,729899.7428571429,2875732.4285714286,2875732.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,3,developing,SFI,448376.74285714293,0.0,448376.74285714293,1644143.428571429,1644143.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,4,developed,SI,4192152.4000000022,1212.0,4193657.4000000022,29672723.466666665,29672723.466666665
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,5,developing,SFI,337190.74285714293,0.0,337190.74285714293,1514369.428571429,1514369.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,6,developed,SI,12192152.400000002,-617.0,12191535.400000002,35442880.46666667,35442880.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,7,developed,SI,3192152.4000000022,1499.0,3193944.4000000022,24703057.46666667,24703057.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,8,developing,SFI,715653.7428571429,0.0,715653.7428571429,3146396.4285714286,3146396.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,9,developing,SFI,637190.7428571429,0.0,637190.7428571429,3596097.4285714286,3596097.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,10,developing,SFI,343827.74285714293,0.0,343827.74285714293,2088832.428571429,2088832.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,11,developing,SFI,322776.74285714293,0.0,322776.74285714293,2250911.428571429,2250911.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,12,developing,SFI,-162809.25714285707,0.0,-162809.25714285707,1873286.428571429,1873286.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,13,developing,SFI,337190.74285714293,0.0,337190.74285714293,1919626.428571429,1919626.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,14,developed,SI,9192152.400000002,-11.0,9192141.400000002,44961096.46666667,44961096.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,15,developing,SFI,837190.7428571429,0.0,837190.7428571429,3366157.4285714286,3366157.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,16,developing,SFI,-162809.25714285707,0.0,-162809.25714285707,1742431.4285714286,1742431.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,17,developing,SFI,337190.74285714293,0.0,337190.74285714293,3006840.4285714286,3006840.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,18,developed,SI,14192152.400000002,-6518.0,14185634.400000002,49806588.46666667,49806588.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,19,developed,SI,9810555.400000002,-6023.0,9804532.400000002,64625527.46666667,64625527.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,20,developed,SI,-807847.5999999978,7.0,-807547.5999999978,31806530.46666667,31806530.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,21,developed,SI,24192152.400000002,-10851.0,24181301.400000002,45600830.46666667,45600830.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,22,developed,SI,10692152.400000002,-909.0,10691243.400000002,36791569.46666667,36791569.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,23,developing,SFI,-162809.25714285707,0.0,-162809.25714285707,2626361.4285714286,2626361.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,24,developed,SI,4192152.4000000022,-1597.0,4190848.4000000022,30059956.46666667,30059956.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,9,25,developed,SI,4192152.4000000022,-1600.0,4190845.4000000022,27798680.46666667,27798680.46666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,0,developed,SI,13978074.400000002,-2477.0,13966597.400000002,48714218.866666675,48714218.866666675
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,1,developing,SFI,116204.0,0.0,111704.0,1616601.428571429,1616601.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,2,developing,SFI,472418.0,0.0,467918.0,3343650.4285714286,3343650.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,3,developing,SFI,82619.0,0.0,78119.0,1722262.428571429,1722262.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,4,developed,SI,12478074.400000002,-420.0,12468654.400000002,42141377.86666667,42141377.86666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,5,developing,SFI,616204.0,0.0,611704.0,2126073.428571429,2126073.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,6,developed,SI,6478074.400000002,-50.0,6469126.400000002,41912006.866666675,41912006.866666675
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,7,developed,SI,6478074.400000002,-8.0,6469168.400000002,31172225.86666667,31172225.86666667
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,8,developing,SFI,616204.0,0.0,611704.0,3758100.4285714286,3758100.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,9,developing,SFI,616204.0,0.0,611704.0,4207801.428571429,4207801.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,10,developing,SFI,-383796.0,0.0,-388296.0,1700536.428571429,1700536.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,11,developing,SFI,101790.0,0.0,97290.0,2348201.428571429,2348201.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,12,developing,SFI,-383796.0,0.0,-388296.0,1484990.428571429,1484990.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,13,developing,SFI,116204.0,0.0,111704.0,2031330.428571429,2031330.428571429
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,14,developed,SI,12478074.400000002,-8.0,12469066.400000002,57430162.866666675,57430162.866666675
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,15,developing,SFI,616204.0,0.0,611704.0,3977861.4285714286,3977861.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,16,developing,SFI,616204.0,0.0,611704.0,2354135.4285714286,2354135.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,17,developing,SFI,416204.0,0.0,411704.0,3418544.4285714286,3418544.4285714286
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,18,developed,SI,11892516.400000002,-7.0,11883509.400000002,61690097.866666675,61690097.866666675
20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,10,19,developed,SI,7478074.400000002,-1653.0,7467523.400000002,72093050.86666667,72093050.86666667
