shock_round,agent_id,institution_choice,agent_group,mean_prop_pre,mean_prop_during,mean_prop_post,delta_post_minus_pre,delta_during_minus_pre
5,0,SI,developed,0.0733791402779583,0.0822365400302531,1.3014478337271242,1.228068693449166,0.008857399752294798
5,1,SFI,developing,0.0759951807764675,0.3669813885074263,0.31122161050408986,0.23522642972762237,0.2909862077309588
5,2,SFI,developing,2.114376076580682,0.2629058477571828,0.33897875436458347,-1.7753973222160984,-1.851470228823499
5,3,SFI,developing,0.02802177538539065,2.2895320485456354,0.3886191970463039,0.36059742166091324,2.2615102731602446
5,4,SI,developed,0.8124301371637872,0.7659602417485418,0.5945592210650112,-0.21787091609877596,-0.04646989541524538
5,5,SFI,developing,0.06326579631247894,1.5596589088538255,0.43422911800293584,0.37096332169045687,1.4963931125413465
5,6,SI,developed,0.1797539043879604,0.2413140466835295,0.10192716366689625,-0.07782674072106416,0.06156014229556908
5,7,SI,developed,0.2380581645037527,0.1823405683463624,0.40387269177263196,0.16581452726887927,-0.0557175961573903
5,8,SFI,developing,0.01377665091110495,0.4456313660262213,0.1974785684737633,0.18370191756265836,0.4318547151151163
5,9,SFI,developing,0.3709455694869255,0.0,0.0649821188577106,-0.3059634506292149,-0.3709455694869255
5,10,SFI,developing,1.4254030057912845,0.5455763866698792,0.3005114654336183,-1.1248915403576663,-0.8798266191214054
5,11,SFI,developing,0.1406402817633207,0.0917417798647722,0.27428096788686007,0.13364068612353938,-0.048898501898548496
5,12,SFI,developing,0.8429583718818692,0.2619087514699068,0.5645447027610293,-0.27841366912083987,-0.5810496204119624
5,13,SFI,developing,1.1583204189770804,0.2157338592324542,0.22931693809352455,-0.9290034808835559,-0.9425865597446261
5,14,SI,developed,0.5311080104703774,1.1005353737748291,0.2573224626345605,-0.2737855478358169,0.5694273633044518
5,15,SFI,developing,0.10588883511752994,0.0,0.13254489068227596,0.026656055564746012,-0.10588883511752994
5,16,SFI,developing,0.0,0.943425673502154,1.013958794789402,1.013958794789402,0.943425673502154
5,17,SFI,developing,0.2376156170248321,0.2114773212174671,0.1737281840793799,-0.06388743294545221,-0.026138295807365014
5,18,SI,developed,0.42512695137527406,0.4074927492404109,0.1824286575397625,-0.24269829383551156,-0.017634202134863164
5,19,SI,developed,0.6831620049558758,0.0,0.0,-0.6831620049558758,-0.6831620049558758
5,20,SI,developed,0.08096180656363056,0.1618431707306985,0.1281978986892477,0.047236092125617135,0.08088136416706795
5,21,SI,developed,0.4299372994490289,0.1444039428822719,0.38036876601724257,-0.049568533431786355,-0.28553335656675705
5,22,SI,developed,0.1380399603875008,0.9062014993405876,0.775477817893262,0.6374378575057612,0.7681615389530868
5,23,SFI,developing,0.2353307916192252,0.134777163865657,0.2748823071767372,0.03955151555751196,-0.10055362775356821
5,24,SI,developed,0.3838704252371772,0.4601579452266636,0.43557917827879866,0.05170875304162148,0.07628751998948641
5,25,SI,developed,1.4562978555021593,0.0,0.9032503516115564,-0.5530475038906029,-1.4562978555021593
10,0,SI,developed,0.442710990601362,0.277126479990374,0.8249592495933922,0.3822482589920302,-0.165584510610988
10,1,SFI,developing,0.6320614709297407,0.3092908314709606,0.43523249973908595,-0.1968289711906548,-0.32277063945878015
10,2,SFI,developing,0.08855748567415969,0.0430027011111423,0.0157640745120854,-0.07279341116207429,-0.04555478456301739
10,3,SFI,developing,0.5363838884935272,0.3098163155324677,0.2400433021656994,-0.29634058632782784,-0.22656757296105956
10,4,SI,developed,0.5332493791208903,0.3559446975715719,0.3296873941590834,-0.20356198496180694,-0.17730468154931844
10,5,SFI,developing,0.5898295668685514,0.0,0.0171696159272203,-0.572659950941331,-0.5898295668685514
10,6,SI,developed,0.8144104349887731,0.5010497365780319,0.259256311444945,-0.5551541235438281,-0.3133606984107412
10,7,SI,developed,0.8899678170795366,0.6736766277077405,0.4729537326379897,-0.417014084441547,-0.21629118937179614
10,8,SFI,developing,0.12511282785750855,0.0,0.0213119404701615,-0.10380088738734705,-0.12511282785750855
10,9,SFI,developing,0.11229859007059315,0.0,1.7814670553762815,1.6691684653056884,-0.11229859007059315
10,10,SFI,developing,0.32583123130040476,0.5880497372467761,0.41951856919764213,0.09368733789723738,0.26221850594637136
10,11,SFI,developing,0.3735859188576871,0.2190672374784104,0.13838593370379965,-0.23519998515388746,-0.1545186813792767
10,12,SFI,developing,0.26691059753275465,0.6734050137696893,0.22320118985416276,-0.04370940767859188,0.40649441623693466
10,13,SFI,developing,0.4462022801510618,0.2461440999294409,0.14659094811775053,-0.29961133203331125,-0.2000581802216209
10,14,SI,developed,0.22272528797407387,0.2611867919445902,0.2283585092319346,0.005633221257860727,0.03846150397051634
10,15,SFI,developing,0.1977092078058668,0.0,1.512764269792365,1.315055061986498,-0.1977092078058668
10,16,SFI,developing,0.2869553382711515,0.0,1.0526558290955028,0.7657004908243513,-0.2869553382711515
10,17,SFI,developing,0.1674244745738288,0.0585044319823503,1.3882150177344599,1.2207905431606312,-0.1089200425914785
10,18,SI,developed,0.24610486019842032,0.2526427828609658,0.249200207769924,0.003095347571503676,0.006537922662545492
10,19,SI,developed,0.11126870111364205,0.2774192485901204,0.39537764561628297,0.2841089445026409,0.16615054747647834
10,20,SI,developed,0.69961711048149,0.7293713037395159,0.5969918292971725,-0.10262528118431746,0.029754193258025863
10,21,SI,developed,0.4560130603058139,0.1585657666364165,0.14768865385069055,-0.3083244064551234,-0.2974472936693974
10,22,SI,developed,0.3750344313283823,0.3045009202647112,0.141427979668286,-0.23360645166009633,-0.07053351106367112
10,23,SFI,developing,0.19037745321746055,0.4468144618266618,0.0,-0.19037745321746055,0.25643700860920127
10,24,SI,developed,0.5646053508661439,0.352700328896035,0.2872480828398212,-0.27735726802632277,-0.21190502197010896
10,25,SI,developed,0.5715233971868164,0.5671153213013213,0.23418468955108931,-0.33733870763572715,-0.0044080758854951885
