agent_id,agent_group,institution_choice,mean_prop,median_prop,std_prop,zero_share,baseline_prop_r1_4,late_prop_r20_30,mean_reputation,min_reputation,n_bad_rep_rounds,n_gossip_target_rounds,mean_delta_prop_after_gossip,mean_delta_prop_after_bad_rep,top_motifs,shock_deltas,adaptation_flag
0,developed,SI,0.5604743484802527,0.3570695942381873,0.6970226200282271,0.1,0.03674542773069799,0.5045707142690851,4.6160000000000005,1.0,3,2,-0.8523664981586663,-0.5956565121158618,opportunistic|future_rounds|named_agents|conformity,R5 Î”=1.228; R10 Î”=0.382,1
1,developing,SFI,0.5061914454911097,0.3463078618509684,0.6469181330068167,0.13333333333333333,0.1392234877602357,0.6524949575986452,4.8053333333333335,1.0,4,4,-0.19814374797010878,-0.19814374797010878,opportunistic|named_agents|conformity|future_rounds,R5 Î”=0.235; R10 Î”=-0.197,1
2,developing,SFI,0.40961816007059276,0.012552482735098649,1.1161266578085796,0.43333333333333335,1.0638686795860952,0.6195869036666568,3.352,1.0,13,13,-0.2872198943532108,-0.2872198943532108,named_agents|opportunistic|conformity,R5 Î”=-1.775; R10 Î”=-0.073,1
3,developing,SFI,0.5066180774698342,0.37982490583464,0.49720095304256917,0.1,0.14279174653003524,0.4253197667387227,5.396,1.0,4,2,1.1447660242728177,0.6436877636707317,named_agents|opportunistic|conformity|future_rounds,R5 Î”=0.361; R10 Î”=-0.296,1
4,developed,SI,0.5868830435139787,0.3103279568499028,0.7792658195003739,0.06666666666666667,0.7950740110115605,0.6030615889836681,4.876,1.0,4,2,1.2929467854757808,1.0714309931565795,opportunistic|future_rounds|conformity|named_agents,R5 Î”=-0.218; R10 Î”=-0.204,1
5,developing,SFI,0.24286257278737972,0.01089049322148385,0.5010410817032535,0.43333333333333335,0.03325655056560917,0.31071716724889514,3.7159999999999997,1.0,11,12,-0.279504407985495,-0.30338517200630616,opportunistic|named_agents|conformity,R5 Î”=0.371; R10 Î”=-0.573,1
6,developed,SI,0.3236334366621628,0.19977710407448523,0.5668194504799512,0.13333333333333333,0.2843583650664896,0.35244619269392885,4.814666666666667,1.0,4,4,-0.23049472664631232,-0.23049472664631232,opportunistic|future_rounds|conformity|named_agents,R5 Î”=-0.078; R10 Î”=-0.555,0
7,developed,SI,0.5209918099559369,0.4218960202090202,0.42298098599672546,0.03333333333333333,0.3781486257110569,0.67601117328725,5.197333333333334,1.0,2,1,-0.29377576066114297,-0.18728543503670184,opportunistic|fairness|future_rounds|conformity,R5 Î”=0.166; R10 Î”=-0.417,1
8,developing,SFI,0.11078101648420262,0.0073759927531299,0.3807249220406187,0.1,0.5221431941346942,0.003031577493170845,4.6866666666666665,1.0,4,3,0.07969651578822116,0.06585257058854259,opportunistic|named_agents|conformity,R5 Î”=0.184; R10 Î”=-0.104,1
9,developing,SFI,0.37672176542261104,0.19600496727065156,0.6151147927425991,0.26666666666666666,0.6759360128884979,0.3573541452657504,4.161333333333333,1.0,9,8,-0.28480115114013677,-0.2626437248993725,opportunistic|named_agents|future_rounds,R5 Î”=-0.306; R10 Î”=1.669,1
