match,subset,n,pearson_r,pearson_p,spearman_r,spearman_p
agent_id,all,26,0.08473705236694742,0.6806564437720122,0.07418803418803417,0.718713542130672
agent_id,same_group_only,12,-0.07826141447265308,0.8089677377825397,0.027972027972027972,0.9312343512018807
