level,institution_choice,n_rounds,pearson_r,pearson_p,spearman_r,spearman_p,mean_seed1,mean_seed2,std_seed1,std_seed2,rmse
round_mean_prop,ALL,30,0.1936657489876285,0.30516156980108294,0.21690767519466073,0.24959160758351143,0.2933289746594674,0.3649895726695963,0.07502152945905466,0.08574695563585437,0.1235909463485975
round_mean_prop,SI,30,0.1440378554215434,0.4476264470087807,0.17196885428253617,0.36351678056146086,0.2905099237300424,0.364054630127528,0.11176702980081396,0.11648571845238027,0.16424191530937518
round_mean_prop,SFI,30,0.02009657554514449,0.9160530916607856,0.040266963292547274,0.8326804047464437,0.295745304027546,0.3657909519913693,0.1327999456571527,0.11389496053226379,0.18413677148859803
