term,count_SI,count_SFI,log_odds_SI_minus_SFI,z
following low-contributors,4,0,6.161486223718906,0.6153817911819572
contributors observed,4,0,6.161486223718906,0.6153817911819572
amount aligns,11,10,0.26256933930273263,0.6012268311342417
within institution,3,0,5.874515242709986,0.5864781159398632
payoffs low,3,0,5.874515242709986,0.5864781159398632
use institution,3,0,5.874515242709986,0.5864781159398632
reduction maintaining,3,0,5.874515242709986,0.5864781159398632
between maximizing,3,0,5.874515242709986,0.5864781159398632
climate goals,3,0,5.874515242709986,0.5864781159398632
already high,3,0,5.874515242709986,0.5864781159398632
mostly cooperate,3,0,5.874515242709986,0.5864781159398632
benefits cooperate,3,0,5.874515242709986,0.5864781159398632
optimal given,3,0,5.874515242709986,0.5864781159398632
data contribute,3,0,5.874515242709986,0.5864781159398632
nothing maximizes,3,0,5.874515242709986,0.5864781159398632
high wealth,3,0,5.874515242709986,0.5864781159398632
beliefs peers,3,0,5.874515242709986,0.5864781159398632
contribution outcomes,3,0,5.874515242709986,0.5864781159398632
following group,3,0,5.874515242709986,0.5864781159398632
credibility support,3,0,5.874515242709986,0.5864781159398632
set example,3,0,5.874515242709986,0.5864781159398632
consistency cooperate,3,0,5.874515242709986,0.5864781159398632
free ride,3,0,5.874515242709986,0.5864781159398632
credibility cooperate,3,0,5.874515242709986,0.5864781159398632
institution except,3,0,5.874515242709986,0.5864781159398632
credibility institution,3,0,5.874515242709986,0.5864781159398632
contributors selfish,3,0,5.874515242709986,0.5864781159398632
avoid punishment,3,0,5.874515242709986,0.5864781159398632
cooperate given,3,0,5.874515242709986,0.5864781159398632
long-term climate,3,0,5.874515242709986,0.5864781159398632
typical strategy,3,0,5.874515242709986,0.5864781159398632
framework sfi,3,0,5.874515242709986,0.5864781159398632
contribution contribute,3,0,5.874515242709986,0.5864781159398632
data expect,5,4,0.38988384800303244,0.5818660579711697
strategy sfi,5,4,0.38988384800303244,0.5818660579711697
mcpr previous,5,4,0.38988384800303244,0.5818660579711697
considering mcpr,7,6,0.32118904626841527,0.5777653315024909
allowed amount,7,6,0.32118904626841527,0.5777653315024909
future rounds,7,6,0.32118904626841527,0.5777653315024909
peers use,6,5,0.3492464654051233,0.5772943687252755
contribution previous,6,5,0.3492464654051233,0.5772943687252755
contributors emerged,2,0,5.4705900819237,0.5457032217010385
peers following,2,0,5.4705900819237,0.5457032217010385
