term,count_SI,count_SFI,log_odds_SI_minus_SFI,z
global emissions,5,1,1.74705867585594,1.6017281026304646
strategy inclusion,5,1,1.74705867585594,1.6017281026304646
choosing moderate,10,5,0.8379112241754747,1.5310837365356236
high budget,10,5,0.8379112241754747,1.5310837365356236
contribute substantial,6,2,1.2408797571210677,1.522922420447273
given institution,6,2,1.2408797571210677,1.522922420447273
self-interest considering,6,2,1.2408797571210677,1.522922420447273
amount high,6,2,1.2408797571210677,1.522922420447273
marginal return,17,11,0.5809830563574714,1.5020182784349891
unit contribution,12,7,0.6841978235784172,1.4394843405189708
return per,12,7,0.6841978235784172,1.4394843405189708
per unit,12,7,0.6841978235784172,1.4394843405189708
defectors penalized,4,1,1.5242912021909563,1.3691434643315732
consistent recent,4,1,1.5242912021909563,1.3691434643315732
except defectors,4,1,1.5242912021909563,1.3691434643315732
contribution emissions,4,1,1.5242912021909563,1.3691434643315732
given marginal,4,1,1.5242912021909563,1.3691434643315732
public good,4,1,1.5242912021909563,1.3691434643315732
amount avoid,4,1,1.5242912021909563,1.3691434643315732
aligns institution,4,1,1.5242912021909563,1.3691434643315732
contribution maintaining,4,1,1.5242912021909563,1.3691434643315732
amount demonstrate,4,1,1.5242912021909563,1.3691434643315732
contribution historical,4,1,1.5242912021909563,1.3691434643315732
amount consistent,8,4,0.8375225399057715,1.3690922573007198
balance individual,8,4,0.8375225399057715,1.3690922573007198
maintaining consistency,5,2,1.0587681087023757,1.268087398946926
maximum allowed,5,2,1.0587681087023757,1.268087398946926
optimizing cumulative,5,2,1.0587681087023757,1.268087398946926
peers follow,141,141,0.14744053382085376,1.238017697772628
past contribution,29,24,0.3352501066058249,1.2151195474575713
contribution balances,12,8,0.5507385199258064,1.2072610197270763
mcpr peer,6,3,0.8369682132209935,1.1852942551773957
choosing contribution,6,3,0.8369682132209935,1.1852942551773957
given current,3,1,1.2373172548245357,1.0759992720204523
mcpr recent,3,1,1.2373172548245357,1.0759992720204523
commitment emissions,3,1,1.2373172548245357,1.0759992720204523
free-riders sfi,3,1,1.2373172548245357,1.0759992720204523
following consistent,3,1,1.2373172548245357,1.0759992720204523
requires contribution,3,1,1.2373172548245357,1.0759992720204523
amount leveraging,3,1,1.2373172548245357,1.0759992720204523
maximum cumulative,3,1,1.2373172548245357,1.0759992720204523
wealth mcpr,3,1,1.2373172548245357,1.0759992720204523
align institution,3,1,1.2373172548245357,1.0759992720204523
reduction fund,3,1,1.2373172548245357,1.0759992720204523
contribution maximizes,3,1,1.2373172548245357,1.0759992720204523
contribution patterns,3,1,1.2373172548245357,1.0759992720204523
aligning institution,3,1,1.2373172548245357,1.0759992720204523
cooperate within,3,1,1.2373172548245357,1.0759992720204523
mcpr historical,3,1,1.2373172548245357,1.0759992720204523
optimizing maximum,3,1,1.2373172548245357,1.0759992720204523
mcpr potential,3,1,1.2373172548245357,1.0759992720204523
developed countries,362,0,10.687353648569246,1.068720604032311
countries binding,360,0,10.68155677772885,1.0681408429984947
defaults developed,360,0,10.68155677772885,1.0681408429984947
binding treaty,360,0,10.68155677772885,1.0681408429984947
peer data,9,6,0.5504437726379532,1.045147600735652
amount align,9,6,0.5504437726379532,1.045147600735652
contributors defectors,10,7,0.5017969848451891,1.0188830027193663
considering previous,10,7,0.5017969848451891,1.0188830027193663
contribution others,12,9,0.4329879544780795,0.9824113198645172
consistent institution,4,2,0.8360006350373919,0.967338731026663
contribution aligns,4,2,0.8360006350373919,0.967338731026663
current mcpr,4,2,0.8360006350373919,0.967338731026663
consistent strategy,4,2,0.8360006350373919,0.967338731026663
internal beliefs,16,13,0.3531452651807747,0.9461042600185237
peers low,17,14,0.3396967464786247,0.9415463736853479
observed peers,5,3,0.6548565648023015,0.8979685205396734
institution cooperate,5,3,0.6548565648023015,0.8979685205396734
average level,5,3,0.6548565648023015,0.8979685205396734
current decision,5,3,0.6548565648023015,0.8979685205396734
contribution maximum,9,7,0.39642458780623535,0.7871377334257149
balance self-interest,22,0,7.8444362463981525,0.7842654836985743
maintain credibility,21,0,7.797814808936908,0.7795959732234332
contribution maximize,16,14,0.2789858859679928,0.7625909066334132
contribute billion,17,0,7.586125624742464,0.7583896705750695
peers defectors,2,1,0.8333891284002668,0.6832868691563084
relatively high,2,1,0.8333891284002668,0.6832868691563084
significant peer,2,1,0.8333891284002668,0.6832868691563084
avoid punishment,2,1,0.8333891284002668,0.6832868691563084
sfi defectors,2,1,0.8333891284002668,0.6832868691563084
contribution million,2,1,0.8333891284002668,0.6832868691563084
account mcpr,2,1,0.8333891284002668,0.6832868691563084
large wealth,2,1,0.8333891284002668,0.6832868691563084
amount account,2,1,0.8333891284002668,0.6832868691563084
reward considering,2,1,0.8333891284002668,0.6832868691563084
strategy recent,2,1,0.8333891284002668,0.6832868691563084
seen previous,2,1,0.8333891284002668,0.6832868691563084
institution common,2,1,0.8333891284002668,0.6832868691563084
amount due,2,1,0.8333891284002668,0.6832868691563084
average maximize,2,1,0.8333891284002668,0.6832868691563084
rounds trends,2,1,0.8333891284002668,0.6832868691563084
contribution optimal,2,1,0.8333891284002668,0.6832868691563084
past actions,2,1,0.8333891284002668,0.6832868691563084
low others,2,1,0.8333891284002668,0.6832868691563084
sfi strategies,2,1,0.8333891284002668,0.6832868691563084
mcpr previous-round,2,1,0.8333891284002668,0.6832868691563084
history choose,2,1,0.8333891284002668,0.6832868691563084
strategy incentivized,2,1,0.8333891284002668,0.6832868691563084
high wealth,2,1,0.8333891284002668,0.6832868691563084
contribution marginal,2,1,0.8333891284002668,0.6832868691563084
contribution selfish,2,1,0.8333891284002668,0.6832868691563084
payoff choosing,2,1,0.8333891284002668,0.6832868691563084
average institution,2,1,0.8333891284002668,0.6832868691563084
high level,2,1,0.8333891284002668,0.6832868691563084
prior experience,2,1,0.8333891284002668,0.6832868691563084
aiming moderate,2,1,0.8333891284002668,0.6832868691563084
institution low-contributors,2,1,0.8333891284002668,0.6832868691563084
amount matching,2,1,0.8333891284002668,0.6832868691563084
rounds contribution,2,1,0.8333891284002668,0.6832868691563084
aiming balance,2,1,0.8333891284002668,0.6832868691563084
behavior maintain,2,1,0.8333891284002668,0.6832868691563084
free endowment,2,1,0.8333891284002668,0.6832868691563084
level contribution,2,1,0.8333891284002668,0.6832868691563084
strategy peer,2,1,0.8333891284002668,0.6832868691563084
mcpr optimal,2,1,0.8333891284002668,0.6832868691563084
amount emissions,2,1,0.8333891284002668,0.6832868691563084
institution credibility,7,0,6.698432788332611,0.6693660124535837
cooperate given,7,0,6.698432788332611,0.6693660124535837
strategy incentivizing,7,0,6.698432788332611,0.6693660124535837
contribution penalized,7,0,6.698432788332611,0.6693660124535837
cooperate behavior,7,0,6.698432788332611,0.6693660124535837
historical emissions,6,0,6.544397005779508,0.6538959200930459
advantage high,6,0,6.544397005779508,0.6538959200930459
between self-interest,6,0,6.544397005779508,0.6538959200930459
strategy incentives,6,0,6.544397005779508,0.6538959200930459
incentives framework,6,0,6.544397005779508,0.6538959200930459
strategy incentivization,6,0,6.544397005779508,0.6538959200930459
emissions index,6,0,6.544397005779508,0.6538959200930459
peers institution,25,24,0.1863926928625741,0.6523717633472188
billion usd,5,0,6.362285357360816,0.6355945260761269
payoff contribute,5,0,6.362285357360816,0.6355945260761269
historical high,5,0,6.362285357360816,0.6355945260761269
contribute level,5,0,6.362285357360816,0.6355945260761269
credibility avoid,5,0,6.362285357360816,0.6355945260761269
maintain institution,5,0,6.362285357360816,0.6355945260761269
amount advantage,5,0,6.362285357360816,0.6355945260761269
payoff following,5,0,6.362285357360816,0.6355945260761269
contribute average,4,0,6.139517883695832,0.6131876912616082
strict institution,4,0,6.139517883695832,0.6131876912616082
strategy historical,4,0,6.139517883695832,0.6131876912616082
self-interested strategy,4,0,6.139517883695832,0.6131876912616082
individual gain,4,0,6.139517883695832,0.6131876912616082
stage budget,4,0,6.139517883695832,0.6131876912616082
avoid seen,4,0,6.139517883695832,0.6131876912616082
developed country,4,0,6.139517883695832,0.6131876912616082
higher contribution,4,0,6.139517883695832,0.6131876912616082
follow self-interested,4,0,6.139517883695832,0.6131876912616082
incentivization framework,4,0,6.139517883695832,0.6131876912616082
contributors emerging,4,0,6.139517883695832,0.6131876912616082
amount support,4,0,6.139517883695832,0.6131876912616082
significantly public,4,0,6.139517883695832,0.6131876912616082
high marginal,3,2,0.5490266876709704,0.602730090443533
maintain balance,3,2,0.5490266876709704,0.602730090443533
nothing maximize,3,2,0.5490266876709704,0.602730090443533
contribute previous,3,2,0.5490266876709704,0.602730090443533
low marginal,3,2,0.5490266876709704,0.602730090443533
data internal,3,2,0.5490266876709704,0.602730090443533
max contribution,3,2,0.5490266876709704,0.602730090443533
country institution,3,2,0.5490266876709704,0.602730090443533
payoff requires,3,2,0.5490266876709704,0.602730090443533
due institution,3,2,0.5490266876709704,0.602730090443533
followed institution,3,2,0.5490266876709704,0.602730090443533
level consistent,3,2,0.5490266876709704,0.602730090443533
optimal contribute,3,2,0.5490266876709704,0.602730090443533
previous-round peer,3,2,0.5490266876709704,0.602730090443533
follow cooperate,3,0,5.852543936329411,0.5842846259515944
consistent level,3,0,5.852543936329411,0.5842846259515944
demonstrate commitment,3,0,5.852543936329411,0.5842846259515944
show low,3,0,5.852543936329411,0.5842846259515944
level previous,3,0,5.852543936329411,0.5842846259515944
strategy follow,3,0,5.852543936329411,0.5842846259515944
cooperate credibility,3,0,5.852543936329411,0.5842846259515944
gain group,3,0,5.852543936329411,0.5842846259515944
maximal contribution,3,0,5.852543936329411,0.5842846259515944
long-term benefits,3,0,5.852543936329411,0.5842846259515944
billion high,3,0,5.852543936329411,0.5842846259515944
strategy incentive,3,0,5.852543936329411,0.5842846259515944
free-riding maintain,3,0,5.852543936329411,0.5842846259515944
framework peers,3,0,5.852543936329411,0.5842846259515944
support global,3,0,5.852543936329411,0.5842846259515944
reduction considering,3,0,5.852543936329411,0.5842846259515944
group stability,3,0,5.852543936329411,0.5842846259515944
self-interest institution,3,0,5.852543936329411,0.5842846259515944
strategy considering,3,0,5.852543936329411,0.5842846259515944
maximum mcpr,3,0,5.852543936329411,0.5842846259515944
part developed,3,0,5.852543936329411,0.5842846259515944
amount maximum,3,0,5.852543936329411,0.5842846259515944
previous maintain,3,0,5.852543936329411,0.5842846259515944
incentivizing approach,3,0,5.852543936329411,0.5842846259515944
peers framework,3,0,5.852543936329411,0.5842846259515944
seen free-rider,3,0,5.852543936329411,0.5842846259515944
mcpr level,3,0,5.852543936329411,0.5842846259515944
follow strict,3,0,5.852543936329411,0.5842846259515944
amount aligning,3,0,5.852543936329411,0.5842846259515944
historical strategy,3,0,5.852543936329411,0.5842846259515944
cooperate maximize,3,0,5.852543936329411,0.5842846259515944
strategy low,3,0,5.852543936329411,0.5842846259515944
rounds institution,3,0,5.852543936329411,0.5842846259515944
peers following,3,0,5.852543936329411,0.5842846259515944
similar recent,3,0,5.852543936329411,0.5842846259515944
amount part,3,0,5.852543936329411,0.5842846259515944
institution reputation,3,0,5.852543936329411,0.5842846259515944
following low,3,0,5.852543936329411,0.5842846259515944
billion institution,3,0,5.852543936329411,0.5842846259515944
selfish framework,3,0,5.852543936329411,0.5842846259515944
previous rounds,15,14,0.21436603861574888,0.577054314084428
decision card,4,3,0.43208909113731764,0.5665786169708446
little nothing,4,3,0.43208909113731764,0.5665786169708446
avoid free-riding,4,3,0.43208909113731764,0.5665786169708446
institution tendencies,4,3,0.43208909113731764,0.5665786169708446
others contribute,5,4,0.3678992037574105,0.549055982999818
public goods,2,0,5.448615809905143,0.543511240423793
want contribute,2,0,5.448615809905143,0.543511240423793
behavior peer,2,0,5.448615809905143,0.543511240423793
simple-folk-institution sfi,2,0,5.448615809905143,0.543511240423793
contributors simple-folk-institution,2,0,5.448615809905143,0.543511240423793
amount set,2,0,5.448615809905143,0.543511240423793
strategy maximizes,2,0,5.448615809905143,0.543511240423793
capacity considering,2,0,5.448615809905143,0.543511240423793
given internal,2,0,5.448615809905143,0.543511240423793
return choose,2,0,5.448615809905143,0.543511240423793
credibility reputation,2,0,5.448615809905143,0.543511240423793
high-contributors dominating,2,0,5.448615809905143,0.543511240423793
close previous,2,0,5.448615809905143,0.543511240423793
amount optimize,2,0,5.448615809905143,0.543511240423793
contributors free-riders,2,0,5.448615809905143,0.543511240423793
amount billion,2,0,5.448615809905143,0.543511240423793
contributors successful,2,0,5.448615809905143,0.543511240423793
historical peer,2,0,5.448615809905143,0.543511240423793
increase stage,2,0,5.448615809905143,0.543511240423793
maximize mcpr,2,0,5.448615809905143,0.543511240423793
fair institution,2,0,5.448615809905143,0.543511240423793
simple fair,2,0,5.448615809905143,0.543511240423793
billion maximize,2,0,5.448615809905143,0.543511240423793
framework show,2,0,5.448615809905143,0.543511240423793
optimal due,2,0,5.448615809905143,0.543511240423793
trend considering,2,0,5.448615809905143,0.543511240423793
account institution,2,0,5.448615809905143,0.543511240423793
incentive approach,2,0,5.448615809905143,0.543511240423793
peers indicate,2,0,5.448615809905143,0.543511240423793
behavior high,2,0,5.448615809905143,0.543511240423793
contribution maintains,2,0,5.448615809905143,0.543511240423793
maintaining balance,2,0,5.448615809905143,0.543511240423793
maximum capacity,2,0,5.448615809905143,0.543511240423793
incentivizing framework,2,0,5.448615809905143,0.543511240423793
contribution similarly,2,0,5.448615809905143,0.543511240423793
balancing between,2,0,5.448615809905143,0.543511240423793
consistency avoid,2,0,5.448615809905143,0.543511240423793
institution group,2,0,5.448615809905143,0.543511240423793
optimize cumulative,2,0,5.448615809905143,0.543511240423793
contribution interests,2,0,5.448615809905143,0.543511240423793
account high,2,0,5.448615809905143,0.543511240423793
contribute amount,2,0,5.448615809905143,0.543511240423793
amount reduce,2,0,5.448615809905143,0.543511240423793
peers group,2,0,5.448615809905143,0.543511240423793
goal maximizing,2,0,5.448615809905143,0.543511240423793
long-run climate,2,0,5.448615809905143,0.543511240423793
per institution,2,0,5.448615809905143,0.543511240423793
trends institution,2,0,5.448615809905143,0.543511240423793
within budget,2,0,5.448615809905143,0.543511240423793
payoff game,2,0,5.448615809905143,0.543511240423793
million institution,2,0,5.448615809905143,0.543511240423793
budget relatively,2,0,5.448615809905143,0.543511240423793
maintains balance,2,0,5.448615809905143,0.543511240423793
individual self-interest,2,0,5.448615809905143,0.543511240423793
follow self-interest,2,0,5.448615809905143,0.543511240423793
sfi framework,2,0,5.448615809905143,0.543511240423793
incentivization approach,2,0,5.448615809905143,0.543511240423793
aligning recent,2,0,5.448615809905143,0.543511240423793
consistency institution,2,0,5.448615809905143,0.543511240423793
different institution,2,0,5.448615809905143,0.543511240423793
amount aligns,2,0,5.448615809905143,0.543511240423793
cooperate environment,2,0,5.448615809905143,0.543511240423793
consistency strategy,2,0,5.448615809905143,0.543511240423793
peers notable,2,0,5.448615809905143,0.543511240423793
wealth prior,2,0,5.448615809905143,0.543511240423793
usd balances,2,0,5.448615809905143,0.543511240423793
expected behavior,2,0,5.448615809905143,0.543511240423793
consistent selfish,2,0,5.448615809905143,0.543511240423793
players strategy,2,0,5.448615809905143,0.543511240423793
following cooperate,2,0,5.448615809905143,0.543511240423793
individualism strategy,2,0,5.448615809905143,0.543511240423793
interests considering,2,0,5.448615809905143,0.543511240423793
incentivizing institution,2,0,5.448615809905143,0.543511240423793
beliefs strategy,2,0,5.448615809905143,0.543511240423793
past peer,2,0,5.448615809905143,0.543511240423793
peers free-riding,2,0,5.448615809905143,0.543511240423793
demonstrate cooperate,2,0,5.448615809905143,0.543511240423793
individualism contribution,2,0,5.448615809905143,0.543511240423793
leveraging high,2,0,5.448615809905143,0.543511240423793
history peer,2,0,5.448615809905143,0.543511240423793
index mcpr,2,0,5.448615809905143,0.543511240423793
contributors observed,2,0,5.448615809905143,0.543511240423793
contribution public,2,0,5.448615809905143,0.543511240423793
peers high,2,0,5.448615809905143,0.543511240423793
benefits cooperate,2,0,5.448615809905143,0.543511240423793
high initial,2,0,5.448615809905143,0.543511240423793
self-interest strategy,2,0,5.448615809905143,0.543511240423793
advantage mcpr,2,0,5.448615809905143,0.543511240423793
behavior given,2,0,5.448615809905143,0.543511240423793
strategy observed,2,0,5.448615809905143,0.543511240423793
beliefs peers,2,0,5.448615809905143,0.543511240423793
contribute maximally,2,0,5.448615809905143,0.543511240423793
costs long-term,2,0,5.448615809905143,0.543511240423793
close group,2,0,5.448615809905143,0.543511240423793
follow standard,2,0,5.448615809905143,0.543511240423793
preserving wealth,2,0,5.448615809905143,0.543511240423793
climate stability,2,0,5.448615809905143,0.543511240423793
support emissions,2,0,5.448615809905143,0.543511240423793
aligns self-interested,2,0,5.448615809905143,0.543511240423793
set example,2,0,5.448615809905143,0.543511240423793
payoff maintaining,2,0,5.448615809905143,0.543511240423793
billion balance,2,0,5.448615809905143,0.543511240423793
focusing maximizing,2,0,5.448615809905143,0.543511240423793
amount close,2,0,5.448615809905143,0.543511240423793
group sfi,2,0,5.448615809905143,0.543511240423793
level similar,2,0,5.448615809905143,0.543511240423793
institution typically,2,0,5.448615809905143,0.543511240423793
initial wealth,2,0,5.448615809905143,0.543511240423793
credibility institution,2,0,5.448615809905143,0.543511240423793
cooperate choosing,2,0,5.448615809905143,0.543511240423793
game requires,2,0,5.448615809905143,0.543511240423793
reduce emissions,2,0,5.448615809905143,0.543511240423793
reduction preserving,2,0,5.448615809905143,0.543511240423793
incentives sfi,2,0,5.448615809905143,0.543511240423793
framework incentives,2,0,5.448615809905143,0.543511240423793
self-interested goal,2,0,5.448615809905143,0.543511240423793
past rounds,6,5,0.32725996863129403,0.5409513215284923
low-contributors sfi,6,5,0.32725996863129403,0.5409513215284923
consistent past,6,5,0.32725996863129403,0.5409513215284923
payoff given,6,5,0.32725996863129403,0.5409513215284923
mcpr choose,6,5,0.32725996863129403,0.5409513215284923
previous data,8,7,0.2786574170306775,0.5387793076493204
consistent previous,7,6,0.2992006966858298,0.5382119711579466
given high,24,24,0.14546425598073398,0.5040079329387408
high fiscal,1,0,4.760308664023417,0.47369163422913474
balancing short-term,1,0,4.760308664023417,0.47369163422913474
individual institution,1,0,4.760308664023417,0.47369163422913474
contributors environment,1,0,4.760308664023417,0.47369163422913474
beneficial contribute,1,0,4.760308664023417,0.47369163422913474
billion moderate,1,0,4.760308664023417,0.47369163422913474
mcpr-maximizing level,1,0,4.760308664023417,0.47369163422913474
amount staying,1,0,4.760308664023417,0.47369163422913474
playing standard,1,0,4.760308664023417,0.47369163422913474
past behaviors,1,0,4.760308664023417,0.47369163422913474
free-riders defectors,1,0,4.760308664023417,0.47369163422913474
contribution well,1,0,4.760308664023417,0.47369163422913474
nothing avoid,1,0,4.760308664023417,0.47369163422913474
environment reward,1,0,4.760308664023417,0.47369163422913474
budget due,1,0,4.760308664023417,0.47369163422913474
social reputation,1,0,4.760308664023417,0.47369163422913474
follows selfish-institution,1,0,4.760308664023417,0.47369163422913474
vulnerable punishment,1,0,4.760308664023417,0.47369163422913474
effects choose,1,0,4.760308664023417,0.47369163422913474
contribution received,1,0,4.760308664023417,0.47369163422913474
reduction following,1,0,4.760308664023417,0.47369163422913474
cooperate past,1,0,4.760308664023417,0.47369163422913474
emissions high,1,0,4.760308664023417,0.47369163422913474
cooperate potential,1,0,4.760308664023417,0.47369163422913474
institution high-contribution,1,0,4.760308664023417,0.47369163422913474
previous maximizes,1,0,4.760308664023417,0.47369163422913474
high-contributors reward,1,0,4.760308664023417,0.47369163422913474
shift towards,1,0,4.760308664023417,0.47369163422913474
peer observations,1,0,4.760308664023417,0.47369163422913474
peers simple,1,0,4.760308664023417,0.47369163422913474
rounds optimal,1,0,4.760308664023417,0.47369163422913474
institution peers,1,0,4.760308664023417,0.47369163422913474
reputation maximize,1,0,4.760308664023417,0.47369163422913474
deviations average,1,0,4.760308664023417,0.47369163422913474
observing peers,1,0,4.760308664023417,0.47369163422913474
balances between,1,0,4.760308664023417,0.47369163422913474
cooperate current,1,0,4.760308664023417,0.47369163422913474
fund aligning,1,0,4.760308664023417,0.47369163422913474
incentivized high,1,0,4.760308664023417,0.47369163422913474
contribution close,1,0,4.760308664023417,0.47369163422913474
among peers,1,0,4.760308664023417,0.47369163422913474
strategy observing,1,0,4.760308664023417,0.47369163422913474
strategy cooperate,1,0,4.760308664023417,0.47369163422913474
maintaining consistent,1,0,4.760308664023417,0.47369163422913474
defectors use,1,0,4.760308664023417,0.47369163422913474
free-riders identified,1,0,4.760308664023417,0.47369163422913474
avoiding overexertion,1,0,4.760308664023417,0.47369163422913474
contributors simple,1,0,4.760308664023417,0.47369163422913474
maximum level,1,0,4.760308664023417,0.47369163422913474
single institution,1,0,4.760308664023417,0.47369163422913474
peers suggest,1,0,4.760308664023417,0.47369163422913474
strategy benefits,1,0,4.760308664023417,0.47369163422913474
strategy invention,1,0,4.760308664023417,0.47369163422913474
exploring options,1,0,4.760308664023417,0.47369163422913474
like myself,1,0,4.760308664023417,0.47369163422913474
reputation account,1,0,4.760308664023417,0.47369163422913474
significantly peers,1,0,4.760308664023417,0.47369163422913474
exploit system,1,0,4.760308664023417,0.47369163422913474
aid packages,1,0,4.760308664023417,0.47369163422913474
previous high,1,0,4.760308664023417,0.47369163422913474
reward defect,1,0,4.760308664023417,0.47369163422913474
choices maintains,1,0,4.760308664023417,0.47369163422913474
cooperate fact,1,0,4.760308664023417,0.47369163422913474
capacity historically,1,0,4.760308664023417,0.47369163422913474
credibility given,1,0,4.760308664023417,0.47369163422913474
payoff long-term,1,0,4.760308664023417,0.47369163422913474
peers done,1,0,4.760308664023417,0.47369163422913474
payoff collective,1,0,4.760308664023417,0.47369163422913474
contribution billion,1,0,4.760308664023417,0.47369163422913474
peers selfish,1,0,4.760308664023417,0.47369163422913474
payoff moderate,1,0,4.760308664023417,0.47369163422913474
suggest moderate,1,0,4.760308664023417,0.47369163422913474
emissions maintain,1,0,4.760308664023417,0.47369163422913474
given previous,1,0,4.760308664023417,0.47369163422913474
deviated expected,1,0,4.760308664023417,0.47369163422913474
following low-contributors,1,0,4.760308664023417,0.47369163422913474
high considering,1,0,4.760308664023417,0.47369163422913474
avoid taken,1,0,4.760308664023417,0.47369163422913474
selfless-framework-institutional sfi,1,0,4.760308664023417,0.47369163422913474
strategic starting,1,0,4.760308664023417,0.47369163422913474
following except,1,0,4.760308664023417,0.47369163422913474
good defect,1,0,4.760308664023417,0.47369163422913474
follow social,1,0,4.760308664023417,0.47369163422913474
significant contribution,1,0,4.760308664023417,0.47369163422913474
short-term costs,1,0,4.760308664023417,0.47369163422913474
optimal interests,1,0,4.760308664023417,0.47369163422913474
mcpr sufficient,1,0,4.760308664023417,0.47369163422913474
follow through,1,0,4.760308664023417,0.47369163422913474
significantly higher,1,0,4.760308664023417,0.47369163422913474
towards cooperate,1,0,4.760308664023417,0.47369163422913474
rounds 1-11,1,0,4.760308664023417,0.47369163422913474
considering contributors,1,0,4.760308664023417,0.47369163422913474
institution identified,1,0,4.760308664023417,0.47369163422913474
free-riders penalized,1,0,4.760308664023417,0.47369163422913474
rounds maintain,1,0,4.760308664023417,0.47369163422913474
contributor considering,1,0,4.760308664023417,0.47369163422913474
peer deviations,1,0,4.760308664023417,0.47369163422913474
notable peers,1,0,4.760308664023417,0.47369163422913474
typical cooperate,1,0,4.760308664023417,0.47369163422913474
consistency high,1,0,4.760308664023417,0.47369163422913474
like recent,1,0,4.760308664023417,0.47369163422913474
stage given,1,0,4.760308664023417,0.47369163422913474
total payoff,1,0,4.760308664023417,0.47369163422913474
past patterns,1,0,4.760308664023417,0.47369163422913474
initial contribution,1,0,4.760308664023417,0.47369163422913474
members maximize,1,0,4.760308664023417,0.47369163422913474
