corpus,n_blocks,fairness,fairness_rate,reciprocity,reciprocity_rate,inequity,inequity_rate,self_interest,self_interest_rate,group_welfare,group_welfare_rate,reputation,reputation_rate,punishment,punishment_rate,reward,reward_rate,conformity,conformity_rate,trust,trust_rate,strategic_adaptation,strategic_adaptation_rate,institutional_choice,institutional_choice_rate,future_interaction,future_interaction_rate,shocks,shocks_rate,redistribution,redistribution_rate,uncertainty,uncertainty_rate
SI_shared_kinds,1440,2,0.001388888888888889,0,0.0,0,0.0,116,0.08055555555555556,9,0.00625,7,0.004861111111111111,5,0.003472222222222222,64,0.044444444444444446,37,0.025694444444444443,1,0.0006944444444444445,523,0.36319444444444443,1106,0.7680555555555556,10,0.006944444444444444,1,0.0006944444444444445,361,0.25069444444444444,0,0.0
SFI_shared_kinds,1680,0,0.0,0,0.0,0,0.0,21,0.0125,4,0.002380952380952381,4,0.002380952380952381,4,0.002380952380952381,41,0.024404761904761905,66,0.039285714285714285,0,0.0,243,0.14464285714285716,1330,0.7916666666666666,20,0.011904761904761904,0,0.0,421,0.2505952380952381,2,0.0011904761904761906
SI_contribution,360,0,0.0,0,0.0,0,0.0,109,0.30277777777777776,4,0.011111111111111112,7,0.019444444444444445,5,0.013888888888888888,8,0.022222222222222223,32,0.08888888888888889,0,0.0,105,0.2916666666666667,165,0.4583333333333333,10,0.027777777777777776,1,0.002777777777777778,1,0.002777777777777778,0,0.0
SFI_contribution,420,0,0.0,0,0.0,0,0.0,21,0.05,3,0.007142857142857143,4,0.009523809523809525,4,0.009523809523809525,2,0.004761904761904762,38,0.09047619047619047,0,0.0,57,0.1357142857142857,140,0.3333333333333333,20,0.047619047619047616,0,0.0,1,0.002380952380952381,2,0.004761904761904762
SI_post_shock,48,0,0.0,0,0.0,0,0.0,23,0.4791666666666667,0,0.0,1,0.020833333333333332,0,0.0,1,0.020833333333333332,4,0.08333333333333333,0,0.0,6,0.125,19,0.3958333333333333,0,0.0,1,0.020833333333333332,0,0.0,0,0.0
SFI_post_shock,56,0,0.0,0,0.0,0,0.0,3,0.05357142857142857,0,0.0,2,0.03571428571428571,1,0.017857142857142856,1,0.017857142857142856,6,0.10714285714285714,0,0.0,4,0.07142857142857142,26,0.4642857142857143,1,0.017857142857142856,0,0.0,0,0.0,0,0.0
