agent_id,punish_tokens_given
25,4035840.0
2,1771704.0
14,1213203.0
3,1187691.0
22,1185330.0
6,970291.0
10,560579.0
21,82406.0
13,82105.0
23,67160.0
5,50436.0
16,35985.0
