term,count_SI,count_SFI,log_odds_SI_minus_SFI,z
desire,1,0,4.761887589982432,0.47384875093534856
leaves,1,0,4.761887589982432,0.47384875093534856
selfless-framework-institutional,1,0,4.761887589982432,0.47384875093534856
commitments,1,0,4.761887589982432,0.47384875093534856
matches,1,0,4.761887589982432,0.47384875093534856
unknown,1,0,4.761887589982432,0.47384875093534856
mcpr-maximizing,1,0,4.761887589982432,0.47384875093534856
point,1,0,4.761887589982432,0.47384875093534856
subsequent,1,0,4.761887589982432,0.47384875093534856
medium,1,0,4.761887589982432,0.47384875093534856
observing,1,0,4.761887589982432,0.47384875093534856
shift,1,0,4.761887589982432,0.47384875093534856
remain,1,0,4.761887589982432,0.47384875093534856
damage,1,0,4.761887589982432,0.47384875093534856
multiple,1,0,4.761887589982432,0.47384875093534856
supporting,1,0,4.761887589982432,0.47384875093534856
effects,1,0,4.761887589982432,0.47384875093534856
played,1,0,4.761887589982432,0.47384875093534856
system,1,0,4.761887589982432,0.47384875093534856
investment,1,0,4.761887589982432,0.47384875093534856
beneficial,1,0,4.761887589982432,0.47384875093534856
taken,1,0,4.761887589982432,0.47384875093534856
reducing,1,0,4.761887589982432,0.47384875093534856
yet,1,0,4.761887589982432,0.47384875093534856
single,1,0,4.761887589982432,0.47384875093534856
entire,1,0,4.761887589982432,0.47384875093534856
receiving,1,0,4.761887589982432,0.47384875093534856
importance,1,0,4.761887589982432,0.47384875093534856
vulnerable,1,0,4.761887589982432,0.47384875093534856
towards,1,0,4.761887589982432,0.47384875093534856
interaction,1,0,4.761887589982432,0.47384875093534856
showing,1,0,4.761887589982432,0.47384875093534856
historically,1,0,4.761887589982432,0.47384875093534856
invention,1,0,4.761887589982432,0.47384875093534856
flocking,1,0,4.761887589982432,0.47384875093534856
contributes,1,0,4.761887589982432,0.47384875093534856
myself,1,0,4.761887589982432,0.47384875093534856
selfless-fi,1,0,4.761887589982432,0.47384875093534856
declared,1,0,4.761887589982432,0.47384875093534856
emphasizes,1,0,4.761887589982432,0.47384875093534856
involvement,1,0,4.761887589982432,0.47384875093534856
initially,1,0,4.761887589982432,0.47384875093534856
avoiding,1,0,4.761887589982432,0.47384875093534856
pool,1,0,4.761887589982432,0.47384875093534856
total,1,0,4.761887589982432,0.47384875093534856
ourselves,1,0,4.761887589982432,0.47384875093534856
inference,1,0,4.761887589982432,0.47384875093534856
especially,1,0,4.761887589982432,0.47384875093534856
positive,1,0,4.761887589982432,0.47384875093534856
depositing,1,0,4.761887589982432,0.47384875093534856
fictitious,1,0,4.761887589982432,0.47384875093534856
fiscal,1,0,4.761887589982432,0.47384875093534856
peers,341,383,0.03162274614919802,0.42472997700225745
others,21,22,0.1003737150966657,0.3290848151774332
aligns,9,9,0.14679097203138625,0.3115636220132031
follows,7,7,0.14676242427582586,0.27476340399243115
due,7,7,0.14676242427582586,0.27476340399243115
free-riding,7,7,0.14676242427582586,0.27476340399243115
standard,4,4,0.14671962349350132,0.20775208561104733
matching,4,4,0.14671962349350132,0.20775208561104733
notable,4,4,0.14671962349350132,0.20775208561104733
actions,4,4,0.14671962349350132,0.20775208561104733
peer,29,32,0.048397895932469126,0.18880221331723582
collective,3,3,0.14670536212307717,0.17997585179649275
large,3,3,0.14670536212307717,0.17997585179649275
successful,2,2,0.14669110352980574,0.14705737402138713
well,2,2,0.14669110352980574,0.14705737402138713
effect,2,2,0.14669110352980574,0.14705737402138713
present,2,2,0.14669110352980574,0.14705737402138713
identity,2,2,0.14669110352980574,0.14705737402138713
slightly,1,1,0.14667684771287703,0.10423348461875478
done,1,1,0.14667684771287703,0.10423348461875478
keeping,1,1,0.14667684771287703,0.10423348461875478
exhausting,1,1,0.14667684771287703,0.10423348461875478
minimizing,1,1,0.14667684771287703,0.10423348461875478
high-contribution,1,1,0.14667684771287703,0.10423348461875478
possible,1,1,0.14667684771287703,0.10423348461875478
associated,1,1,0.14667684771287703,0.10423348461875478
member,1,1,0.14667684771287703,0.10423348461875478
roughly,1,1,0.14667684771287703,0.10423348461875478
above,1,1,0.14667684771287703,0.10423348461875478
strategic,1,1,0.14667684771287703,0.10423348461875478
tends,1,1,0.14667684771287703,0.10423348461875478
emerge,1,1,0.14667684771287703,0.10423348461875478
small,1,1,0.14667684771287703,0.10423348461875478
dynamics,1,1,0.14667684771287703,0.10423348461875478
maximizes,16,18,0.028996624775334823,0.08441756413112714
climate,363,420,0.0008464001449031144,0.011810775413293964
potential,6,7,-0.007255072228836923,-0.013050660537985731
countries,362,420,-0.002020731492821781,-0.028176677347061703
observed,15,18,-0.03560489905087749,-0.10187518885486518
ldf,361,421,-0.007367326984429212,-0.10270860657350032
defaults,360,420,-0.007777893631546462,-0.10829196341687419
mode,360,420,-0.007777893631546462,-0.10829196341687419
relatively,4,5,-0.07601530828735648,-0.11344590960916977
tendencies,4,5,-0.07601530828735648,-0.11344590960916977
million,3,4,-0.1402360502914064,-0.1838851039132302
behavior,44,53,-0.039586890179833745,-0.1941222594438257
consistent,32,39,-0.051283175628869415,-0.21503808735521565
average,40,49,-0.056475312194860905,-0.26505833914096266
prevalent,2,3,-0.25720449487248054,-0.28236311993248536
overall,2,3,-0.25720449487248054,-0.28236311993248536
deviate,14,18,-0.10465481586139447,-0.29378152315231687
balances,19,25,-0.12791911529213884,-0.4203957649294021
action,1,2,-0.5415977770745943,-0.44405024835118473
pressure,1,2,-0.5415977770745943,-0.44405024835118473
much,1,2,-0.5415977770745943,-0.44405024835118473
context,1,2,-0.5415977770745943,-0.44405024835118473
assess,1,2,-0.5415977770745943,-0.44405024835118473
received,1,2,-0.5415977770745943,-0.44405024835118473
first,1,2,-0.5415977770745943,-0.44405024835118473
options,1,2,-0.5415977770745943,-0.44405024835118473
norm,1,2,-0.5415977770745943,-0.44405024835118473
justify,1,2,-0.5415977770745943,-0.44405024835118473
among,1,2,-0.5415977770745943,-0.44405024835118473
reasonable,0,1,-4.468548147598078,-0.44465895471539824
returns,0,1,-4.468548147598078,-0.44465895471539824
averages,0,1,-4.468548147598078,-0.44465895471539824
dominated,0,1,-4.468548147598078,-0.44465895471539824
begin,0,1,-4.468548147598078,-0.44465895471539824
exploiting,0,1,-4.468548147598078,-0.44465895471539824
financial,0,1,-4.468548147598078,-0.44465895471539824
flexibility,0,1,-4.468548147598078,-0.44465895471539824
tight,0,1,-4.468548147598078,-0.44465895471539824
undercontributed,0,1,-4.468548147598078,-0.44465895471539824
change,0,1,-4.468548147598078,-0.44465895471539824
08k,0,1,-4.468548147598078,-0.44465895471539824
zero,0,1,-4.468548147598078,-0.44465895471539824
act,0,1,-4.468548147598078,-0.44465895471539824
lead,0,1,-4.468548147598078,-0.44465895471539824
avoids,0,1,-4.468548147598078,-0.44465895471539824
involves,0,1,-4.468548147598078,-0.44465895471539824
option,0,1,-4.468548147598078,-0.44465895471539824
lowly,0,1,-4.468548147598078,-0.44465895471539824
necessary,0,1,-4.468548147598078,-0.44465895471539824
20m,0,1,-4.468548147598078,-0.44465895471539824
benefit,0,1,-4.468548147598078,-0.44465895471539824
exceeding,0,1,-4.468548147598078,-0.44465895471539824
sif,0,1,-4.468548147598078,-0.44465895471539824
non-contributing,0,1,-4.468548147598078,-0.44465895471539824
match,0,1,-4.468548147598078,-0.44465895471539824
guidance,0,1,-4.468548147598078,-0.44465895471539824
consideration,0,1,-4.468548147598078,-0.44465895471539824
defector,0,1,-4.468548147598078,-0.44465895471539824
selfish-investment,0,1,-4.468548147598078,-0.44465895471539824
open,0,1,-4.468548147598078,-0.44465895471539824
sets,0,1,-4.468548147598078,-0.44465895471539824
below,0,1,-4.468548147598078,-0.44465895471539824
lack,0,1,-4.468548147598078,-0.44465895471539824
value,0,1,-4.468548147598078,-0.44465895471539824
seems,0,1,-4.468548147598078,-0.44465895471539824
riders,0,1,-4.468548147598078,-0.44465895471539824
immediately,0,1,-4.468548147598078,-0.44465895471539824
wait,0,1,-4.468548147598078,-0.44465895471539824
evidence,0,1,-4.468548147598078,-0.44465895471539824
decent,0,1,-4.468548147598078,-0.44465895471539824
stating,0,1,-4.468548147598078,-0.44465895471539824
don,0,1,-4.468548147598078,-0.44465895471539824
despite,0,1,-4.468548147598078,-0.44465895471539824
faces,0,1,-4.468548147598078,-0.44465895471539824
precedent,0,1,-4.468548147598078,-0.44465895471539824
consistently,0,1,-4.468548147598078,-0.44465895471539824
mindful,0,1,-4.468548147598078,-0.44465895471539824
many,0,1,-4.468548147598078,-0.44465895471539824
burden,0,1,-4.468548147598078,-0.44465895471539824
minimum,0,1,-4.468548147598078,-0.44465895471539824
keep,0,1,-4.468548147598078,-0.44465895471539824
protect,0,1,-4.468548147598078,-0.44465895471539824
came,0,1,-4.468548147598078,-0.44465895471539824
takes,0,1,-4.468548147598078,-0.44465895471539824
receive,0,1,-4.468548147598078,-0.44465895471539824
range,0,1,-4.468548147598078,-0.44465895471539824
exhibit,0,1,-4.468548147598078,-0.44465895471539824
previously,0,1,-4.468548147598078,-0.44465895471539824
zero-contribution,0,1,-4.468548147598078,-0.44465895471539824
appears,0,1,-4.468548147598078,-0.44465895471539824
test,0,1,-4.468548147598078,-0.44465895471539824
best,0,1,-4.468548147598078,-0.44465895471539824
outweighs,0,1,-4.468548147598078,-0.44465895471539824
tighter,0,1,-4.468548147598078,-0.44465895471539824
accusations,0,1,-4.468548147598078,-0.44465895471539824
100k,0,1,-4.468548147598078,-0.44465895471539824
choice,0,1,-4.468548147598078,-0.44465895471539824
yielded,0,1,-4.468548147598078,-0.44465895471539824
last,0,1,-4.468548147598078,-0.44465895471539824
decide,0,1,-4.468548147598078,-0.44465895471539824
past,53,67,-0.08820941122914405,-0.4798846110276505
contributor,3,5,-0.3629709820722642,-0.49772199484426377
opportunities,0,2,-5.156822772385549,-0.5144042522817787
excessive,0,2,-5.156822772385549,-0.5144042522817787
explore,0,2,-5.156822772385549,-0.5144042522817787
personal,0,2,-5.156822772385549,-0.5144042522817787
depletes,0,2,-5.156822772385549,-0.5144042522817787
ride,0,2,-5.156822772385549,-0.5144042522817787
stable,0,2,-5.156822772385549,-0.5144042522817787
cautious,0,2,-5.156822772385549,-0.5144042522817787
incentivize,0,2,-5.156822772385549,-0.5144042522817787
another,0,2,-5.156822772385549,-0.5144042522817787
exist,0,2,-5.156822772385549,-0.5144042522817787
levels,0,2,-5.156822772385549,-0.5144042522817787
tendency,0,2,-5.156822772385549,-0.5144042522817787
information,0,2,-5.156822772385549,-0.5144042522817787
trust,0,2,-5.156822772385549,-0.5144042522817787
apparent,0,2,-5.156822772385549,-0.5144042522817787
varying,0,2,-5.156822772385549,-0.5144042522817787
funds,0,2,-5.156822772385549,-0.5144042522817787
made,0,2,-5.156822772385549,-0.5144042522817787
risk,0,2,-5.156822772385549,-0.5144042522817787
type,0,2,-5.156822772385549,-0.5144042522817787
contributors,379,455,-0.03761081264085675,-0.5408293967746698
vary,0,3,-5.560718370787836,-0.5551504249510443
dominate,0,3,-5.560718370787836,-0.5551504249510443
high-contributing,0,3,-5.560718370787836,-0.5551504249510443
without,0,3,-5.560718370787836,-0.5551504249510443
aim,0,3,-5.560718370787836,-0.5551504249510443
provides,0,3,-5.560718370787836,-0.5551504249510443
enough,0,3,-5.560718370787836,-0.5551504249510443
tend,0,3,-5.560718370787836,-0.5551504249510443
uses,0,3,-5.560718370787836,-0.5551504249510443
committing,0,3,-5.560718370787836,-0.5551504249510443
lower,0,3,-5.560718370787836,-0.5551504249510443
around,0,3,-5.560718370787836,-0.5551504249510443
followers,0,3,-5.560718370787836,-0.5551504249510443
suggests,0,3,-5.560718370787836,-0.5551504249510443
often,0,3,-5.560718370787836,-0.5551504249510443
deviating,0,3,-5.560718370787836,-0.5551504249510443
followed,5,8,-0.3227917812386263,-0.5666985445731849
since,0,4,-5.847659783202319,-0.5840382045742457
minimal,0,4,-5.847659783202319,-0.5840382045742457
observe,0,5,-6.070394714983177,-0.6064345491044196
stick,0,5,-6.070394714983177,-0.6064345491044196
rational,0,5,-6.070394714983177,-0.6064345491044196
performance,0,5,-6.070394714983177,-0.6064345491044196
chose,0,6,-6.252473814583324,-0.6247278571630082
trend,2,4,-0.5441459072869641,-0.6296327890047367
belief,2,4,-0.5441459072869641,-0.6296327890047367
free,2,4,-0.5441459072869641,-0.6296327890047367
limited,0,7,-6.406477041381223,-0.6401912397380686
contributers,0,8,-6.539920383863695,-0.6535841855008103
constraints,0,9,-6.657654985004031,-0.6653963465460443
against,0,9,-6.657654985004031,-0.6653963465460443
amounts,0,10,-6.762994805464402,-0.675961921513409
vulnerability,0,10,-6.762994805464402,-0.675961921513409
little,9,14,-0.2950968920254624,-0.6910244898379247
conserve,0,13,-7.0253994498556445,-0.7022701005565641
low-contributors,8,13,-0.33870236922895636,-0.7541483497174115
need,3,6,-0.5450500816724109,-0.7718868176654362
future,5,9,-0.44052638237896247,-0.7904586827370932
observations,1,3,-0.9454933754768806,-0.8222225785233671
indicating,1,3,-0.9454933754768806,-0.8222225785233671
resilience,0,82,-8.872774435777947,-0.8872233528383547
high-contributors,20,30,-0.2592545802954973,-0.8982787711784969
needs,0,113,-9.196231240244455,-0.9195824390365244
budget,24,36,-0.25940642678765435,-0.9845558946303476
non-binding,0,420,-10.537415688962009,-1.0537290248763809
agreement,0,420,-10.537415688962009,-1.0537290248763809
developing,0,433,-10.569117806452057,-1.0568995766144138
level,24,37,-0.2868884149708375,-1.094794311052866
less,1,4,-1.2324347878913642,-1.106993225855372
still,1,4,-1.2324347878913642,-1.106993225855372
short-term,1,4,-1.2324347878913642,-1.106993225855372
use,12,21,-0.4132382670770198,-1.1423430060724697
long-term,5,11,-0.64117586715488,-1.1897574539502742
nothing,21,34,-0.3358693867187128,-1.2103931867985251
focusing,4,10,-0.7686153987685795,-1.3005417524276361
resources,1,5,-1.455169719672222,-1.334120179423262
consistency,11,21,-0.5002785511154286,-1.3446458173610154
given,48,73,-0.2741051240429613,-1.4751820087240515
maintain,45,70,-0.29671395784221843,-1.5530514387996233
iterated,2,8,-1.23640650794834,-1.5672623773496894
prisoner,2,8,-1.23640650794834,-1.5672623773496894
dilemma,2,8,-1.23640650794834,-1.5672623773496894
choices,3,10,-1.0555710725534873,-1.6057660607501303
country,4,12,-0.9509510635055953,-1.6488099614153677
history,14,28,-0.5471933356566581,-1.6722006866560155
common,2,9,-1.3541411090886761,-1.7359353599698575
members,7,18,-0.7978205893854078,-1.7921627763727044
allows,1,8,-1.92469538855274,-1.8227859900632075
significantly,23,43,-0.48032244050312833,-1.8596796889497917
pattern,3,12,-1.237906737290503,-1.9204708153651955
found,3,13,-1.3179757169447335,-2.060620655629743
free-ride,3,13,-1.3179757169447335,-2.060620655629743
choose,31,57,-0.4641663302452823,-2.0802204231184733
balancing,9,24,-0.8346997047877096,-2.1364867361760234
moderately,1,12,-2.330105474890461,-2.2490664068694257
moderate,128,191,-0.2574745221314849,-2.2541110423047357
defect,2,13,-1.7218855739402912,-2.2719878165609124
interests,8,30,-1.1760514804602966,-2.957123975668658
contribute,219,329,-0.2672950486335388,-3.0649911967611394
cooperate,101,172,-0.3907023984427198,-3.1167924242869294
minimally,2,24,-2.335631785907772,-3.180862085928122
balance,50,105,-0.5994510612294945,-3.489021322919896
mostly,95,171,-0.44665087371368983,-3.4906512106640446
institution,252,391,-0.3018356061820686,-3.736466123587008
except,13,51,-1.2228936402420896,-3.9372878038115062
recent,30,81,-0.8505750012364235,-3.980286345672954
low,123,249,-0.56835265353042,-5.157192603925941
long-run,2,94,-3.7069118493295345,-5.200157084287432
immediate,2,109,-3.85631613898825,-5.417553602017778
highly,3,86,-3.213336721708494,-5.479868839609251
incentives,9,125,-2.493797113264911,-7.229546978294441
sfi,92,362,-1.2466593469360525,-10.677955446438345
