run,source_file,round_number,agent_id,agent_group,institution_choice,stage1_payoff,stage2_payoff,payoff,cumulative_payoff,wealth
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,15,developing,SFI,588.5714285714287,0.0,588.5714285714287,7188.571428571428,7188.571428571428
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,16,developed,SI,72333.33333333326,-1414.0,70919.33333333326,2310919.333333333,2310919.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,17,developing,SFI,1588.5714285714287,0.0,1588.5714285714287,379288.5714285714,379288.5714285714
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,18,developing,SFI,-10211.42857142857,0.0,-10211.42857142857,108588.57142857143,108588.57142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,19,developing,SFI,1588.5714285714287,0.0,1588.5714285714287,165288.57142857142,165288.57142857142
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,20,developing,SFI,1588.5714285714287,0.0,1588.5714285714287,1111588.5714285714,1111588.5714285714
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,21,developed,SI,-727666.6666666667,-318.0,-727037.6666666667,2962962.333333333,2962962.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,22,developed,SI,62333.333333333256,838.0,63171.333333333256,1273171.3333333333,1273171.3333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,23,developed,SI,-2727666.666666667,-6285.0,-2733004.666666667,1296995.333333333,1296995.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,24,developing,SFI,1588.5714285714287,0.0,1588.5714285714287,2331588.5714285714,2331588.5714285714
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,1,25,developed,SI,1272333.3333333333,-5234.0,1267099.3333333333,4427099.333333333,4427099.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,0,developing,SFI,44850.200000000004,0.0,44850.200000000004,90618.77142857143,90618.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,1,developing,SFI,45919.200000000004,0.0,45919.200000000004,80207.77142857143,80207.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,2,developed,SI,2816910.0,-55.0,2816855.0,4662554.333333333,4662554.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,3,developed,SI,3216910.0,-8087.0,3208823.0,5083896.333333333,5083896.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,4,developing,SFI,45919.200000000004,0.0,45919.200000000004,49527.77142857143,49527.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,5,developed,SI,1316910.0,-1949.0,1314961.0,7268788.333333333,7268788.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,6,developed,SI,3016910.0,-148.0,3016762.0,6467445.333333333,6467445.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,7,developing,SFI,44919.200000000004,0.0,44919.200000000004,71917.77142857143,71917.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,8,developing,SFI,44850.200000000004,0.0,44850.200000000004,409938.77142857143,409938.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,9,developing,SFI,-335728.8,0.0,-335728.8,45919.77142857143,45919.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,10,developed,SI,3196910.0,-2568.0,3194342.0,5394520.333333333,5394520.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,11,developing,SFI,44919.200000000004,0.0,44919.200000000004,454297.77142857143,454297.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,12,developing,SFI,44850.200000000004,0.0,44850.200000000004,579138.7714285714,579138.7714285714
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,13,developed,SI,-11683090.0,-4995.0,-11687571.0,18310797.333333332,18310797.333333332
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,14,developed,SI,2436910.0,30.0,2436940.0,4590916.333333333,4590916.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,15,developing,SFI,45919.200000000004,0.0,45919.200000000004,53107.77142857143,53107.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,16,developed,SI,2116910.0,-5.0,2116905.0,4427824.333333333,4427824.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,17,developing,SFI,44919.200000000004,0.0,44919.200000000004,424207.77142857143,424207.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,18,developing,SFI,34119.200000000004,0.0,34119.200000000004,142707.77142857143,142707.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,19,developing,SFI,44850.200000000004,0.0,44850.200000000004,210138.77142857143,210138.77142857143
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,20,developing,SFI,44850.200000000004,0.0,44850.200000000004,1156438.7714285713,1156438.7714285713
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,21,developed,SI,353948.0,2080.0,356542.0,3319504.333333333,3319504.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,22,developed,SI,2106910.0,-10.0,2106900.0,3380071.333333333,3380071.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,23,developed,SI,2813047.0,-35.0,2813012.0,4110007.333333333,4110007.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,24,developing,SFI,45919.200000000004,0.0,45919.200000000004,2377507.7714285715,2377507.7714285715
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,2,25,developed,SI,3216910.0,-4842.0,3212068.0,7639167.333333333,7639167.333333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,0,developing,SFI,66553.25714285715,0.0,66553.25714285715,157172.0285714286,157172.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,1,developing,SFI,65484.257142857154,0.0,65484.257142857154,145692.0285714286,145692.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,2,developed,SI,2328519.466666667,-7163.0,2321356.466666667,6983910.8,6983910.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,3,developed,SI,-2255376.533333333,-254194.0,-2483134.533333333,2600761.8,2600761.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,4,developing,SFI,46553.257142857154,0.0,46553.257142857154,96081.02857142859,96081.02857142859
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,5,developed,SI,-1171480.5333333332,2700.0,-1142344.5333333332,6126443.8,6126443.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,6,developed,SI,-1171480.5333333332,2800.0,-1168680.5333333332,5298764.8,5298764.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,7,developing,SFI,56553.257142857154,0.0,56553.257142857154,128471.02857142859,128471.02857142859
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,8,developing,SFI,-133446.74285714285,0.0,-133446.74285714285,276492.0285714286,276492.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,9,developing,SFI,20634.257142857154,0.0,20634.257142857154,66554.02857142859,66554.02857142859
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,10,developed,SI,2728519.466666667,-11026.0,2717493.466666667,8112013.8,8112013.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,11,developing,SFI,35723.257142857154,0.0,35723.257142857154,490021.0285714286,490021.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,12,developing,SFI,35729.257142857154,0.0,35729.257142857154,614868.0285714286,614868.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,13,developed,SI,2708519.466666667,-13303.0,2695216.466666667,21006013.799999997,21006013.799999997
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,14,developed,SI,2828519.466666667,-778493.0,2050026.4666666668,6640942.8,6640942.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,15,developing,SFI,66553.25714285715,0.0,66553.25714285715,119661.02857142859,119661.02857142859
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,16,developed,SI,1628519.4666666668,223.0,1628742.4666666668,6056566.8,6056566.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,17,developing,SFI,35723.257142857154,0.0,35723.257142857154,459931.0285714286,459931.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,18,developing,SFI,54753.257142857154,0.0,54753.257142857154,197461.0285714286,197461.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,19,developing,SFI,65484.257142857154,0.0,65484.257142857154,275623.0285714286,275623.0285714286
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,20,developing,SFI,-33446.742857142846,0.0,-33446.742857142846,1122992.0285714285,1122992.0285714285
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,21,developed,SI,828519.4666666668,3757.0,832276.4666666668,4151780.8,4151780.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,22,developed,SI,1618519.4666666668,-4517.0,1614002.4666666668,4994073.8,4994073.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,23,developed,SI,1328519.4666666668,2743.0,1331262.4666666668,5441269.8,5441269.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,24,developing,SFI,-33446.742857142846,0.0,-33446.742857142846,2344061.0285714287,2344061.0285714287
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,3,25,developed,SI,1328519.4666666668,-995.0,1327524.4666666668,8966691.8,8966691.8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,0,developing,SFI,25678.17142857143,0.0,25678.17142857143,182850.2,182850.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,1,developing,SFI,24609.17142857143,0.0,24609.17142857143,170301.2,170301.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,2,developed,SI,898784.6666666665,-283841.0,614943.6666666665,7598854.466666667,7598854.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,3,developed,SI,932420.6666666665,421.0,932841.6666666665,3533603.4666666663,3533603.4666666663
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,4,developing,SFI,15678.17142857143,0.0,15678.17142857143,111759.20000000001,111759.20000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,5,developed,SI,-664436.3333333335,-825.0,-665261.3333333335,5461182.466666667,5461182.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,6,developed,SI,-2601215.3333333335,-825.0,-2576317.3333333335,2722447.4666666663,2722447.4666666663
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,7,developing,SFI,25678.17142857143,0.0,25678.17142857143,154149.2,154149.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,8,developing,SFI,25678.17142857143,0.0,25678.17142857143,302170.20000000007,302170.20000000007
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,9,developing,SFI,-12485.82857142857,0.0,-12485.82857142857,54068.20000000001,54068.20000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,10,developed,SI,2398784.6666666665,-8143.0,2390641.6666666665,10502655.466666667,10502655.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,11,developing,SFI,-5151.82857142857,0.0,-5151.82857142857,484869.20000000007,484869.20000000007
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,12,developing,SFI,-5145.82857142857,0.0,-5145.82857142857,609722.2000000001,609722.2000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,13,developed,SI,1198784.6666666665,137.0,1198921.6666666665,22204935.466666665,22204935.466666665
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,14,developed,SI,-921685.3333333335,-750750.0,-1646712.3333333335,4994230.466666667,4994230.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,15,developing,SFI,-19116.82857142857,0.0,-19116.82857142857,100544.20000000001,100544.20000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,16,developed,SI,1198784.6666666665,-964.0,1197820.6666666665,7254387.466666667,7254387.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,17,developing,SFI,-5151.82857142857,0.0,-5151.82857142857,454779.20000000007,454779.20000000007
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,18,developing,SFI,25678.17142857143,0.0,25678.17142857143,223139.2,223139.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,19,developing,SFI,24609.17142857143,0.0,24609.17142857143,300232.20000000007,300232.20000000007
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,20,developing,SFI,-11424.82857142857,0.0,-11424.82857142857,1111567.2,1111567.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,21,developed,SI,2367954.6666666665,10059.0,2378013.6666666665,6529794.466666667,6529794.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,22,developed,SI,1188784.6666666665,20130.0,1208914.6666666665,6202988.466666667,6202988.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,23,developed,SI,2398784.6666666665,-8133.0,2390651.6666666665,7831921.466666667,7831921.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,24,developing,SFI,25678.17142857143,0.0,25678.17142857143,2369739.2,2369739.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,4,25,developed,SI,2398784.6666666665,-6198.0,2392586.6666666665,11359278.466666667,11359278.466666667
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,0,developing,SFI,130892.0,0.0,128642.0,311492.2,311492.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,1,developing,SFI,129823.0,0.0,127573.0,297874.2,297874.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,2,developed,SI,-975201.3333333335,95.0,-979606.3333333335,6619248.133333333,6619248.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,3,developed,SI,2524218.6666666665,-377084.0,2142634.6666666665,5676238.133333333,5676238.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,4,developing,SFI,130892.0,0.0,128642.0,240401.2,240401.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,5,developed,SI,2824218.6666666665,-1767.0,2817951.6666666665,8279134.133333333,8279134.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,6,developed,SI,1474218.6666666665,70.0,1469788.6666666665,4192236.133333333,4192236.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,7,developing,SFI,130892.0,0.0,128642.0,282791.2,282791.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,8,developing,SFI,130892.0,0.0,128642.0,430812.20000000007,430812.20000000007
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,9,developing,SFI,120892.0,0.0,118642.0,172710.2,172710.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,10,developed,SI,2324218.6666666665,-527388.0,1792330.6666666665,12294986.133333333,12294986.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,11,developing,SFI,100062.0,0.0,97812.0,582681.2000000001,582681.2000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,12,developing,SFI,115980.0,0.0,113730.0,723452.2000000001,723452.2000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,13,developed,SI,1624218.6666666665,-1335.0,1618383.6666666665,23823319.133333333,23823319.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,14,developed,SI,1944218.6666666665,69.0,1939787.6666666665,6934018.133333333,6934018.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,15,developing,SFI,86097.0,0.0,83847.0,184391.2,184391.2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,16,developed,SI,1624218.6666666665,74.0,1619792.6666666665,8874180.133333333,8874180.133333333
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,17,developing,SFI,100062.0,0.0,97812.0,552591.2000000001,552591.2000000001
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,5,18,developing,SFI,119092.0,0.0,116842.0,339981.2,339981.2
